id,tipo_recurso,idioma,recurso,problema,evidencia,url_o_archivo,fuente,estado,prioridad,impacto_seo,impacto_geo_llmo,impacto_comercial,solucion_recomendada,siguiente_lote_recomendado
MW-CONT-0136,article,de,Meta title,Title contaminado por metodos de pago en inventario historico,"5 Ideen, um das Kopfteil Ihres Bettes mit Tapete zu verwandelnAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa",https://www.matchwalls.com/de/blogs/inspiration-1/verwandelt-das-kopfteil-ihres-bettes-mit-papieren-und-matchwall-bildern-5-inspirierende-ideen,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0137,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Kaufen Álava – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/alava-wallpaper-1,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0138,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Kaufen Albacete – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/albacete-tapete,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0139,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Kaufen Alicante – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/alicante-wallpaper-1,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0140,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Alle Tapeten und Wandbilder - Moderne DesignsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/alle-matchwallsmurals-wandbilder,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0141,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Kaufen Almería – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/almeria-wallpaper-1,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0142,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,AngeboteAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/angebote,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0143,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Kaufen Asturien – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/asturias-wallpaper-1,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0144,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Kaufen Ávila – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/avila-wallpaper-1,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0145,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Kaufen Badajoz – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/badajoz-wallpaper-1,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0146,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Kaufen Barcelona – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/barcelona-wallpaper-1,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0147,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Kaufen Cuenca – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/basin-wallpaper-1,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0148,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Beige - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/beige-bemalte-papiere-matchwallswallpapers,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0149,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete für Badezimmer - Stil und LanglebigkeitAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/bemalten-badezimmer,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0150,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Kaufen Bizkaia – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/bizkaia-wallpaper-2,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0151,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Schwarz - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/black-malt-papers-matchwallswallpapers,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0152,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Blau - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/blau-gestrichene-papiere-matchwallswallpapers,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0153,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Florale Tapetenstile - Moderne DesignsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/blumengemalde-matchwallsmurals,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0154,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Kaufen Bordeaux – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/bordeaux-wallpaper-1,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0155,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Botanische Tapeten - Moderne WandbilderAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/botanische-wandgemalde-matchwallsmurals,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0156,collection,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Braun - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/collections/brown-bemalte-papiere-matchwallswallpapers,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
